search URL:,https://patents.google.com/?q=AR&country=KR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20050086543-A,Flame-retardant epoxy resin composition and cured object obtained therefrom ,니폰 가야꾸 가부시끼가이샤,"야스마사 아카츠카, 시게루 모테키, 마코토 우치다, 가즈노리 이시카와",2002-11-28,2003-11-27,2005-08-30,,https://patents.google.com/patent/KR20050086543A/en,
KR-101343747-B1,Steel with excellent anti-ductile crack generation characteristics in weld heat-affected zone and base material and manufacturing method therefor ,제이에프이 스틸 가부시키가이샤,"데루키 사다스에, 사토시 이기",2008-12-26,2009-12-25,2013-12-19,2013-12-19,https://patents.google.com/patent/KR101343747B1/en,https://patentimages.storage.googleapis.com/2b/55/a8/ddd38304b62b8f/112011052842119-pct00005.png
KR-20070048109-A,Apparatus and method for supporting fast mobility ip with link identifier prefix in wireless communication system ,삼성전자주식회사,"최진혁, 수바 레디 코타",2005-11-03,2006-05-17,2007-05-08,,https://patents.google.com/patent/KR20070048109A/en,https://patentimages.storage.googleapis.com/ae/92/c8/04e243afd50023/112006034529508-PAT00001.png
KR-101823704-B1,Aminoanthracene derivative and organic electroluminescent element formed using same ,이데미쓰 고산 가부시키가이샤,"사야카 미즈타니, 다카야스 사도",2010-02-05,2011-02-04,2018-01-30,2018-01-30,https://patents.google.com/patent/KR101823704B1/en,
KR-20070099501-A,System and methode of learning the song ,테크온팜 주식회사,"신동환, 윤진호",2007-09-18,2007-09-18,2007-10-09,,https://patents.google.com/patent/KR20070099501A/en,https://patentimages.storage.googleapis.com/ad/17/8d/6a8e3cb70ccb96/112007067314899-PAT00009.png
KR-960012865-B1,"Binding material composite, mold forming composite, and method of casting core and mold ","엘런 저어맨 버언튼, 보오든 인코포레이팃드","레이 암브루스터 데이빗, 퀵-튜엔츠",1989-03-24,1990-02-23,1996-09-25,1996-09-25,https://patents.google.com/patent/KR960012865B1/en,
KR-20100000772-A,Novel organic electroluminescent compounds and organic electroluminescent device using the same ,다우어드밴스드디스플레이머티리얼 유한회사,"권혁주, 김봉옥, 김성민, 윤승수, 조영준",2008-06-25,2008-06-25,2010-01-06,,https://patents.google.com/patent/KR20100000772A/en,https://patentimages.storage.googleapis.com/08/76/61/4c99c244fe173b/112008045772894-PAT00218.png
KR-20090118953-A,Oligomer-antihistamine conjugates ,넥타르 테라퓨틱스,"제니퍼 릭스-소티어, 마이클 디 벤틀리, 테이시 엑스 비거스, 원 장",2007-03-12,2008-03-12,2009-11-18,,https://patents.google.com/patent/KR20090118953A/en,https://patentimages.storage.googleapis.com/8f/3f/f0/073912ba38934e/112009054364960-PCT00031.png
KR-20000023261-A,"Optically anisotropic film, method of manufacturing the same, and liquid crystal display apparatus ","고오사이 아끼오, 스미또모 가가꾸 고교 가부시끼가이샤, 프레이 폴커, 콘소티움 퓌르 에렉트로헤미쉐 인두스트리 게엠베하","구와바라마사토, 후지사와고이치, 하넬트엑크하르트, 캄멜토마스, 하베를레노르만",1998-09-17,1999-09-17,2000-04-25,,https://patents.google.com/patent/KR20000023261A/en,
KR-101172960-B1,"Aramid polymer, Shaped body and Method for manufacturing the same ",코오롱인더스트리 주식회사,한인식,2009-12-31,2009-12-31,2012-08-09,2012-08-09,https://patents.google.com/patent/KR101172960B1/en,
KR-20110109811-A,유기 전계발광 소자 ,메르크 파텐트 게엠베하,"지모네 로이, 요아힘 카이저, 호르슈트 페슈트베버",2008-12-17,2009-11-18,2011-10-06,,https://patents.google.com/patent/KR20110109811A/ko,https://patentimages.storage.googleapis.com/6c/eb/f3/21f50bfbecd64f/pct00028.png
KR-100733177-B1,"Polymers, their preparation and uses ",캠브리지 디스플레이 테크놀로지 리미티드,"이라리아 그리지, 마크 리드베터, 브라이언 티어니, 낼린 파텔, 클래어 포덴",2003-03-20,2004-03-19,2007-06-27,2007-06-27,https://patents.google.com/patent/KR100733177B1/en,https://patentimages.storage.googleapis.com/14/c3/3c/99e91d532e8991/112005051860201-pct00020.png
KR-19990044584-A,"에티닐 치환된 방향족 화합물, 이의 합성방법, 이의 중합체 및 이의 용도 ","그레이스 스티븐 에스, 더 다우 케미칼 캄파니","데이비드 에이 밥, 2세 데니스 더블유 스미드, 스티븐 제이 마틴, 제임스 피 갇샬",1995-09-12,1996-09-11,1999-06-25,,https://patents.google.com/patent/KR19990044584A/ko,
KR-20130038218-A,Organic electroluminescent device ,메르크 파텐트 게엠베하,"크리슈토프 플룸, 프랑크 포게스, 르미 마누크 아네미앙",2010-03-06,2011-02-03,2013-04-17,,https://patents.google.com/patent/KR20130038218A/en,https://patentimages.storage.googleapis.com/a4/15/a5/19e6f06864487c/pct00037.png
KR-20090058063-A,Novel organic electroluminescent compounds and organic electroluminescent device using the same ,(주)그라쎌,"권혁주, 김봉옥, 김성민, 김치식, 윤승수, 이미애, 조영준",2007-12-04,2007-12-04,2009-06-09,,https://patents.google.com/patent/KR20090058063A/en,https://patentimages.storage.googleapis.com/66/c2/11/fc180a0f0fa911/112007087103673-PAT00671.png
KR-20120106739-A,전기-발광 디바이스를 위한 작용기화 3중쌍 이미터 ,시노라 게엠베하,"석 관 막, 하르트무트 예르신, 와이 킨 찬, 토비아스 피세르",2009-11-27,2010-11-26,2012-09-26,,https://patents.google.com/patent/KR20120106739A/ko,https://patentimages.storage.googleapis.com/e4/dd/84/37e2112e13ace2/pct00008.png
KR-101293320-B1,Aromatic amine derivative and organic electroluminescent element using same ,미쓰이 가가쿠 가부시키가이샤,"노부히로 야부노우치, 토모키 카토, 타카히로 후지야마, 요시유키 토타니",2009-03-19,2010-03-18,2013-08-05,2013-08-05,https://patents.google.com/patent/KR101293320B1/en,
KR-20140101225-A,유기 발광 소자 ,삼성디스플레이 주식회사,"이지연, 곽윤현, 박범우, 이선영, 최종원, 최화일, 김소연",2013-02-08,2013-02-08,2014-08-19,,https://patents.google.com/patent/KR20140101225A/ko,https://patentimages.storage.googleapis.com/e2/67/11/7d68132aaf49c0/pat00147.png
KR-19980702796-A,Hydrolysis resistant aramid ,"미리암디.메코너헤이, 이.아이.듀폰디네모아앤드캄파니",로버트 사무엘 어윈,1995-03-06,1996-02-28,1998-08-05,,https://patents.google.com/patent/KR19980702796A/en,
KR-100802757-B1,Organic electroluminescence device ,이데미쓰 고산 가부시키가이샤,호소카와지시오,2000-03-27,2001-03-27,2008-02-12,2008-02-12,https://patents.google.com/patent/KR100802757B1/en,https://patentimages.storage.googleapis.com/ae/21/a6/f300b89b9fcc79/112001030767626-pct00067.png
KR-101710319-B1,"감광성 조성물, 경화물, 및, 활성 광선 경화물의 제조 방법 ",산요가세이고교 가부시키가이샤,"시헤이 모토후지, 신타로 히구치, 히로노부 도쿠나가, 다카오 무카이, 다케시 오타카, 유스케 미즈노, 야스히로 신도, 에이지 마츠모토",2011-03-07,2012-03-06,2017-02-24,2017-02-24,https://patents.google.com/patent/KR101710319B1/ko,
KR-20120092567-A,Antiviral compounds and methods of making and using thereof cross reference to related applications ,벌시테크 리미티드,"단 양, 코경 연, 위춘 리차드 카오",2009-08-05,2010-08-05,2012-08-21,,https://patents.google.com/patent/KR20120092567A/en,https://patentimages.storage.googleapis.com/69/5f/f1/5262dd17025f01/pct00057.png
KR-20170032414-A,Materials for electronic devices ,메르크 파텐트 게엠베하,"안야 야치, 아미르 호싸인 파르함, 토마스 에베를레, 토비아스 그로쓰만, 요나스 팔렌틴 크뢰버",2014-07-21,2015-06-30,2017-03-22,,https://patents.google.com/patent/KR20170032414A/en,
KR-930003359-B1,Heat resistant organic synthetic fibers and process for producing the same ,"나까무라 히사오, 가부시끼가이샤 구라레, 도즈까 야스아끼, 미쓰이도오아쓰가가꾸 가부시끼가이샤","쇼지 아사노, 아끼오 오오모리, 아끼스구 아끼야마, 마사노리 오사와, 고오에이 시즈까, 마사히로 고우노",1986-05-21,1987-05-20,1993-04-26,1993-04-26,https://patents.google.com/patent/KR930003359B1/en,
KR-101823694-B1,Compounds for electronic devices ,메르크 파텐트 게엠베하,"아르네 뷔징, 홀거 하일, 필립 슈퇴쎌, 아미르 호싸인 파르함, 로코 포르테, 요나스 발렌틴 크뢰버",2009-01-20,2009-12-22,2018-01-30,2018-01-30,https://patents.google.com/patent/KR101823694B1/en,https://patentimages.storage.googleapis.com/7b/f5/10/bd164ac8414eeb/112011064577331-pct00063.png
KR-20130027420-A,"복소환 화합물, 발광 소자, 발광 장치, 전자 기기, 조명 장치 및 유기 화합물 ",가부시키가이샤 한도오따이 에네루기 켄큐쇼,"타카코 타카스, 하루에 오사카, 사토코 시타가키",2011-08-31,2012-08-22,2013-03-15,,https://patents.google.com/patent/KR20130027420A/ko,https://patentimages.storage.googleapis.com/7f/60/35/46c412c92733fc/pat00076.png
KR-101983019-B1,Materials for electronic devices ,메르크 파텐트 게엠베하,"아미르 호싸인 파르함, 아르네 뷔징, 크리슈토프 플룸, 테레사 뮤히카-페르나우드, 필립 슈퇴쎌, 토마스 에베를레, 프랑크 포게스",2011-08-03,2012-07-05,2019-05-28,2019-05-28,https://patents.google.com/patent/KR101983019B1/en,
KR-101993129-B1,전자 소자용 물질 ,메르크 파텐트 게엠베하,"필립 슈퇴쎌, 이리나 마르티노바, 엘비라 몬테네그로, 테레사 뮤히카-페르나우드, 프랑크 포게스, 요나스 팔렌틴 크뢰버, 프랑크 슈티버",2013-12-12,2014-11-18,2019-06-26,2019-06-26,https://patents.google.com/patent/KR101993129B1/ko,https://patentimages.storage.googleapis.com/5c/a9/4a/5a0cac98833ead/112018089872232-pct00108.png
KR-20050073480-A,폴리이미드 필름 및 그 제조법 ,데이진 가부시키가이샤,"도요아키 이시와타, 츠토무 나카무라, 가즈노리 고지마, 도루 사와키",2002-10-07,2003-03-31,2005-07-13,,https://patents.google.com/patent/KR20050073480A/ko,
KR-20120061913-A,탄화규소 결정의 제조 방법 및 탄화규소 결정 ,스미토모덴키고교가부시키가이샤,다로 니시구치,2010-02-12,2010-10-27,2012-06-13,,https://patents.google.com/patent/KR20120061913A/ko,https://patentimages.storage.googleapis.com/15/00/d8/f2baa49234d431/pct00001.png
KR-101467615-B1,Nitrogen-containing heterocyclic derivative and organic electroluminescent device using the same ,이데미쓰 고산 가부시키가이샤,"히로시 야마모토, 다카시 아라카네",2007-12-27,2008-12-24,2014-12-01,2014-12-01,https://patents.google.com/patent/KR101467615B1/en,https://patentimages.storage.googleapis.com/c8/c8/68/57d3f87c9b6d29/112010041092832-pct00082.png
KR-20120087946-A,분극 저항성 태양 전지 ,"칼리솔라, 인코포레이티드","존 고먼, 알랭 폴 블로쎄, 오마르 사이델크헤르, 렌후아 장, 마틴 캐스, 빌 판",2009-10-27,2010-10-27,2012-08-07,,https://patents.google.com/patent/KR20120087946A/ko,https://patentimages.storage.googleapis.com/bc/8f/ad/def2da5e5d3bf1/pct00001.png
KR-20110068239-A,"실라닐 아민 유도체, 그 제조 방법 및 이를 이용한 유기 전계 발광 소자 ",엘지디스플레이 주식회사,송인범,2009-12-15,2009-12-15,2011-06-22,,https://patents.google.com/patent/KR20110068239A/ko,https://patentimages.storage.googleapis.com/db/75/c8/e43ca3fa2b6202/112009077601532-PAT00072.png
KR-101489176-B1,Oligomeric phosphonates and compositions including the same ,"에프알엑스 폴리머스, 인코포레이티드","라위노 카굼바, 얀-플뢴 렌스, 디터 프라이탁",2010-12-22,2011-12-22,2015-02-03,2015-02-03,https://patents.google.com/patent/KR101489176B1/en,
KR-101376530-B1,Novel organic electroluminescent compounds and organic electroluminescent device using the same ,롬엔드하스전자재료코리아유한회사,"김치식, 조영준, 권혁주, 김봉옥, 김성민, 윤승수",2008-06-25,2009-06-23,2014-03-19,2014-03-19,https://patents.google.com/patent/KR101376530B1/en,https://patentimages.storage.googleapis.com/db/35/bc/e076ae46921ec2/112009038081711-pat00270.png
KR-20150143552-A,Organic electroluminescent device ,메르크 파텐트 게엠베하,"필립 슈퇴쎌, 크리슈토프 플룸, 아미르 호싸인 파르함, 안야 야치, 요아힘 카이저",2013-04-08,2014-03-18,2015-12-23,,https://patents.google.com/patent/KR20150143552A/en,
KR-101511001-B1,Composite substrate ,"엔지케이 인슐레이터 엘티디, 엔지케이 세라믹 디바이스 가부시키가이샤","도모요시 다이, 야스노리 이와사키, 유지 호리, 타카히로 야마데라, 료스케 하토리, 겐고 스즈키",2012-11-14,2013-11-11,2015-04-10,2015-04-10,https://patents.google.com/patent/KR101511001B1/en,https://patentimages.storage.googleapis.com/e2/36/1f/2d22b9e7032c00/112014030883719-pct00005.png
KR-100672288-B1,마커간 융합을 이용하여 증강현실을 구현하는 방법 및 그장치 ,신믿음,신믿음,2005-11-07,2005-11-07,2007-01-24,2007-01-24,https://patents.google.com/patent/KR100672288B1/ko,https://patentimages.storage.googleapis.com/08/cb/0f/c9f44fcf1e50d1/112005064060320-pat00001.png
KR-20040045915-A,"방향족 이미드 및 방향족 메틸리딘트리스술포닐 화합물,및 그 제조 방법 ",쓰리엠 이노베이티브 프로퍼티즈 컴파니,스티븐 제이. 햄록,2001-10-25,2002-09-13,2004-06-02,,https://patents.google.com/patent/KR20040045915A/ko,
KR-930701444-A,"3-Cyclic Triazo Derivatives, Their Preparation and Their Use ","마에다 카쯔노스케, 토오레 카부시키가이샤","카쯔히로 시바야마, 테쯔야 마키노, 타카유키 이마오카, 테쯔야 카토오, 마사유키 가네코",1991-04-23,1992-04-23,1993-06-11,,https://patents.google.com/patent/KR930701444A/en,
KR-20080031272-A,광-전자 디바이스에서의 전도성 중합체 조성물 ,"씨디티 옥스포드 리미티드, 캠브리지 디스플레이 테크놀로지 리미티드","어네트 스튜델, 메리 맥키어난, 제리미 버로즈",2005-07-14,2006-07-14,2008-04-08,,https://patents.google.com/patent/KR20080031272A/ko,https://patentimages.storage.googleapis.com/49/c0/6e/e083405165442c/112008002148153-PCT00069.png
KR-20070116620-A,"Acyl hydrazides as kinase inhibitors, in particular for sgk ",메르크 파텐트 게엠베하,"롤프 게릭케, 디에터 도르쉬, 플로리안 랑, 베르너 메데르스키, 노르베르트 바이어, 마르쿠스 클라인",2005-04-04,2006-03-10,2007-12-10,,https://patents.google.com/patent/KR20070116620A/en,
KR-20090098585-A,Organic electroluminescent device using the organic electroluminescent compounds ,(주)그라쎌,"김봉옥, 김성민, 윤승수",2008-03-14,2008-03-14,2009-09-17,,https://patents.google.com/patent/KR20090098585A/en,https://patentimages.storage.googleapis.com/02/a1/bb/7a2695e3bd0c86/112008018876686-PAT00222.png
KR-20100097180-A,Aromatic amine derivatives and organic electroluminescent device employing these ,이데미쓰 고산 가부시키가이샤,"마사히로 가와무라, 노부히로 야부노우치",2007-12-28,2008-08-19,2010-09-02,,https://patents.google.com/patent/KR20100097180A/en,
KR-20080083021-A,Block copolymer ,스미또모 가가꾸 가부시키가이샤,"마꼬또 안류, 아끼히꼬 오까다, 가즈에이 오후찌, 다이스께 후꾸시마, 히데유끼 히가시무라",2005-12-28,2006-12-25,2008-09-12,,https://patents.google.com/patent/KR20080083021A/en,https://patentimages.storage.googleapis.com/5e/b6/8d/5755037ae7e347/112008053811167-PCT00096.png
KR-20110043625-A,유기 발광 매체 및 유기 ｅｌ 소자 ,이데미쓰 고산 가부시키가이샤,"마사히로 가와무라, 유미꼬 미즈끼, 미쯔노리 이또, 마사까즈 후나하시",2008-07-28,2009-07-27,2011-04-27,,https://patents.google.com/patent/KR20110043625A/ko,
